scenario_id,density_cap,response_profile,rho,tau,stage1_benchmark,objective_bound,stage2_service_lower,stage2_service_upper,stage2_objective,realized_sacrifice,realized_sacrifice_percent,selected_y_json,selected_z_json,selected_w_json,admissible_policy_count,service_tie_count,bisection_steps,bisection_resolution,maximum_oracle_gap
k2p00__base,2.0,base,0.2,0.005,1204.519775281224,1210.5423741576299,0.28192138671875,0.281982421875,1204.519775281224,0.0,0.0,"[0.0,1.0,1.0,0.0,0.25]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,276.18572679423403,260.1622475281618,96.98202567760421]",5,1,14,0.0001,9.094947017729282e-13
k2p00__base,2.0,base,0.2,0.01,1204.519775281224,1216.5649730340363,0.28192138671875,0.281982421875,1204.519775281224,0.0,0.0,"[0.0,1.0,1.0,0.0,0.25]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,276.18572679423403,260.1622475281618,96.98202567760421]",5,1,14,0.0001,9.094947017729282e-13
k2p00__base,2.0,base,0.25,0.0,1222.787875223676,1222.787885223676,0.28155517578125,0.2816162109375,1222.787875223676,0.0,0.0,"[0.0,1.0,1.0,0.0,0.25]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,274.45833339350605,261.88964092889086,96.98202567760313]",1,1,14,0.0001,0.0
k2p00__base,2.0,base,0.25,0.0005,1222.787875223676,1223.399269161288,0.28155517578125,0.2816162109375,1222.787875223676,0.0,0.0,"[0.0,1.0,1.0,0.0,0.25]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,274.45833339350605,261.88964092889086,96.98202567760313]",1,1,14,0.0001,0.0
k2p00__base,2.0,base,0.25,0.001,1222.787875223676,1224.0106630988996,0.28155517578125,0.2816162109375,1222.787875223676,0.0,0.0,"[0.0,1.0,1.0,0.0,0.25]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,274.45833339350605,261.88964092889086,96.98202567760313]",1,1,14,0.0001,0.0
k2p00__base,2.0,base,0.25,0.0025,1222.787875223676,1225.8448449117352,0.28155517578125,0.2816162109375,1222.787875223676,0.0,0.0,"[0.0,1.0,1.0,0.0,0.25]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,274.45833339350605,261.88964092889086,96.98202567760313]",1,1,14,0.0001,0.0
k2p00__base,2.0,base,0.25,0.005,1222.787875223676,1228.9018145997943,0.28155517578125,0.2816162109375,1222.787875223676,0.0,0.0,"[0.0,1.0,1.0,0.0,0.25]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,274.45833339350605,261.88964092889086,96.98202567760313]",5,5,14,0.0001,1.1368683772161603e-12
k2p00__base,2.0,base,0.25,0.01,1222.787875223676,1235.015753975913,0.28155517578125,0.2816162109375,1222.787875223676,0.0,0.0,"[0.0,1.0,1.0,0.0,0.25]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,274.45833339350605,261.88964092889086,96.98202567760313]",5,5,14,0.0001,1.1368683772161603e-12
k2p00__higher_timely_credit,2.0,higher_timely_credit,0.0,0.0,810.6904996743189,810.6905096743188,0.281005859375,0.28106689453125,810.6904996743189,0.0,0.0,"[0.25,1.0,1.0,0.0,0.0]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,536.3479743223976,0.0,96.98202567760241]",1,1,14,0.0001,5.684341886080801e-13
k2p00__higher_timely_credit,2.0,higher_timely_credit,0.0,0.001,810.6904996743189,811.5011901739931,0.281005859375,0.28106689453125,810.6904996743189,0.0,0.0,"[0.25,1.0,1.0,0.0,0.0]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,536.3479743223976,0.0,96.98202567760241]",1,1,14,0.0001,5.684341886080801e-13
k2p00__higher_timely_credit,2.0,higher_timely_credit,0.0,0.005,810.6904996743189,814.7439521726903,0.281005859375,0.28106689453125,810.6904996743189,0.0,0.0,"[0.25,1.0,1.0,0.0,0.0]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,536.3479743223976,0.0,96.98202567760241]",5,4,14,0.0001,6.821210263296962e-13
k2p00__higher_timely_credit,2.0,higher_timely_credit,0.1,0.0,898.2580394737005,898.2580494737005,0.36480712890625,0.3648681640625,898.2580394737005,0.0,0.0,"[0.0,1.0,1.0,0.0,0.25]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,234.46915617253435,301.87881814986315,96.9820256776026]",1,1,14,0.0001,4.547473508864641e-13
k2p00__higher_timely_credit,2.0,higher_timely_credit,0.1,0.001,898.2580394737005,899.1562975131741,0.36480712890625,0.3648681640625,898.2580394737005,0.0,0.0,"[0.0,1.0,1.0,0.0,0.25]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,234.46915617253435,301.87881814986315,96.9820256776026]",1,1,14,0.0001,4.547473508864641e-13
k2p00__higher_timely_credit,2.0,higher_timely_credit,0.1,0.005,898.2580394737005,902.7493296710688,0.36480712890625,0.3648681640625,898.2580394737005,0.0,0.0,"[0.0,1.0,1.0,0.0,0.25]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,234.46915617253435,301.87881814986315,96.9820256776026]",1,1,14,0.0001,4.547473508864641e-13
k2p00__higher_timely_credit,2.0,higher_timely_credit,0.125,0.0,909.3073553437331,909.3073653437331,0.3673095703125,0.36737060546875,909.3073553437331,0.0,0.0,"[0.0,1.0,1.0,0.0,0.25]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,244.1232945682126,292.22467975418465,96.98202567760279]",1,1,14,0.0001,3.410605131648481e-13
